,freight_value,payment_installments,payment_value,review_score,days_to_delivery,delivery_days b/(w),review_response_days,freight_percent,late,repeat?
21475,45.19,10,149.16,3,-10,18,3,0.3029632609278627,1,1
68779,12.69,1,59.68,5,-10,10,2,0.21263404825737264,1,1
5249,54.3,7,144.2,5,-32,6,6,0.3765603328710125,1,1
46616,20.56,1,837.84,5,-13,17,3,0.024539291511505773,1,1
36475,24.54,8,164.44,5,-7,1,17,0.1492337630746777,1,1
2883,20.56,1,837.84,5,-13,17,3,0.024539291511505773,1,1
14103,42.89,1,282.38,5,-14,13,1,0.1518875274452865,1,1
16115,11.85,1,39.25,5,-9,20,3,0.3019108280254777,1,1
7737,21.27,3,132.26,3,-9,13,3,0.16081959776198398,1,1
92431,15.57,6,275.47,5,-14,34,14,0.05652158129741895,1,1
9859,14.1,3,39.09,5,-13,9,3,0.36070606293169605,1,1
15779,29.83,7,713.59,5,-13,15,3,0.041802715845233256,1,1
55000,16.83,10,214.83,4,-20,1,1,0.07834101382488479,1,1
90676,17.3,1,474.4,5,-13,6,4,0.03646711635750422,1,1
6869,17.44,10,160.44,5,-13,12,1,0.1087010720518574,1,1
12836,16.6,10,273.0,5,-13,8,1,0.06080586080586081,1,1
77076,12.13,9,102.03,4,-8,10,3,0.11888660197980987,1,1
103729,16.33,7,75.79,5,-7,8,2,0.21546378150151732,1,1
94495,14.1,7,77.19,5,-13,7,1,0.18266614846482704,1,1
43631,15.56,1,131.56,5,-8,12,4,0.11827303131650958,1,1
32600,15.1,4,47.74,5,-9,13,2,0.31629660661918724,1,1
38424,25.38,5,223.14,1,-22,10,3,0.11374025275611724,1,1
48467,16.11,1,43.0,5,-13,8,2,0.37465116279069766,1,1
92624,7.78,1,32.77,5,-13,7,1,0.2374122673176686,1,1
115681,7.78,1,32.77,5,-13,7,1,0.2374122673176686,1,1
18592,45.19,6,149.16,4,-12,8,1,0.3029632609278627,1,1
91826,17.67,2,77.57,5,-12,7,1,0.22779425035451853,1,1
16555,0.07,10,1348.67,5,-12,7,5,5.1902985904631974e-05,1,1
4896,43.37,4,180.27,5,-14,19,1,0.2405835690908082,1,1
104167,35.67,6,65.67,5,-14,18,1,0.5431703974417542,1,1
99569,36.85,10,255.85,5,-18,10,1,0.1440297049052179,1,1
104648,21.04,5,99.04,5,-15,10,3,0.21243941841680128,1,1
111603,21.94,5,241.93,4,-10,21,1,0.09068738891414872,1,1
84149,15.17,7,74.84,5,-10,15,0,0.20269909139497594,1,1
117344,15.6,8,135.59,5,-10,13,0,0.11505273250239692,1,1
41229,21.68,2,191.58,5,-7,16,1,0.11316421338344294,1,1
268,12.27,10,122.17,3,-10,8,4,0.10043382172382745,1,1
106674,16.5,1,141.4,5,-12,7,0,0.11669024045261668,1,1
14599,16.54,2,127.44,4,-7,13,1,0.1297865662272442,1,1
62446,9.54,10,288.44,5,-5,6,1,0.03307446956039384,1,1
19860,17.03,1,206.03,5,-10,1,0,0.08265786535941368,1,1
6625,5.66,1,57.12,1,-8,2,0,0.09908963585434175,1,1
4021,7.78,1,20.77,1,-8,4,0,0.37457871930669234,1,1
35906,32.84,10,263.52,5,-13,12,4,0.12462052216150579,1,1
101813,19.88,7,74.88,3,-20,-1,1,0.265491452991453,0,1
57698,34.49,1,132.49,5,-17,14,0,0.26032153370065664,1,1
4561,7.78,1,20.28,1,-6,4,3,0.38362919132149903,1,1
86136,11.73,2,81.63,4,-6,17,0,0.14369717015803016,1,1
97000,17.92,1,54.82,4,-11,17,6,0.3268879970813572,1,1
16105,15.12,6,67.62,4,-10,8,3,0.22360248447204967,1,1
54419,0.1,6,96.83,5,-11,17,0,0.0010327377878756585,1,1
97088,20.91,1,80.81,5,-9,15,0,0.25875510456626655,1,1
79613,29.3,3,379.2,5,-12,24,2,0.07726793248945148,1,1
106643,25.63,1,44.62,5,-16,14,1,0.5744060959211116,1,1
106727,8.75,3,88.65,5,-4,4,2,0.09870276367738295,1,1
52835,16.79,1,59.69,5,-8,15,1,0.2812866476796783,1,1
978,25.69,1,84.69,5,-8,26,1,0.303341598771992,1,1
8401,17.0,1,194.0,4,-15,6,0,0.08762886597938144,1,1
12542,14.57,3,134.47,1,-9,12,1,0.10835130512381944,1,1
95697,11.85,3,57.75,1,-9,18,1,0.20519480519480518,1,1
92996,14.24,1,84.14,2,-16,5,3,0.16924173995721417,1,1
21902,17.68,3,74.67,1,-10,25,1,0.2367751439667872,1,1
1784,18.2,1,108.19,2,-9,14,3,0.16822257140216285,1,1
109232,15.82,1,168.54,2,-16,15,3,0.09386495787350184,1,1
115288,15.1,4,45.0,1,-17,4,4,0.33555555555555555,1,1
22114,16.11,4,42.11,5,-9,12,3,0.38256946093564476,1,1
20359,16.11,4,42.11,5,-9,12,3,0.38256946093564476,1,1
69825,13.93,8,143.83,1,-7,13,1,0.09685044844608218,1,1
2235,14.24,8,84.14,4,-7,21,2,0.16924173995721417,1,1
52658,9.56,1,46.35,5,-7,6,3,0.20625674217907228,1,1
85978,12.13,1,25.79,5,-8,13,3,0.4703373400542846,1,1
77426,17.88,1,107.78,5,-7,23,1,0.1658934867322323,1,1
74595,15.1,1,43.0,4,-7,15,0,0.3511627906976744,1,1
15453,27.3,10,234.58,5,-7,13,3,0.1163782078608577,1,1
85268,8.27,2,47.27,4,-6,8,2,0.17495240110006344,1,1
105264,12.98,1,224.98,2,-10,9,1,0.057694017245977426,1,1
61415,20.43,1,190.33,3,-10,17,1,0.10733988336047916,1,1
5366,0.1,9,96.83,5,-11,19,2,0.0010327377878756585,1,1
76228,8.11,4,40.01,5,-3,9,0,0.2026993251687078,1,1
53867,19.75,9,92.44,5,-14,19,0,0.21365209865858936,1,1
5549,17.51,10,170.23,5,-20,15,0,0.1028608353404218,1,1
89227,15.1,4,48.1,5,-8,13,3,0.3139293139293139,1,1
27759,16.79,1,34.69,4,-17,30,1,0.48400115307004904,1,1
46711,19.66,1,79.65,4,-13,27,1,0.2468298807281858,1,1
10656,16.95,2,116.94,5,-10,11,1,0.1449461262185736,1,1
115818,16.11,1,0.48,5,-13,17,2,33.5625,1,1
6356,16.85,3,172.35,5,-8,13,3,0.09776617348418916,1,1
47591,18.34,10,142.0,5,-13,13,0,0.1291549295774648,1,1
92483,12.69,1,30.68,5,-6,14,1,0.4136245110821382,1,1
82521,28.76,7,92.1,1,-13,21,2,0.31226927252985887,1,1
40957,15.1,1,62.35,4,-8,13,3,0.2421812349639134,1,1
69367,35.95,1,125.85,1,-28,29,1,0.2856575288041319,1,1
41541,26.89,1,61.79,1,-42,-7,1,0.4351836866806927,0,1
57907,12.12,8,201.14,5,-12,9,0,0.060256537734911006,1,1
53650,30.73,10,157.72,3,-19,13,4,0.1948389551103221,1,1
21650,30.73,10,157.72,3,-14,8,4,0.1948389551103221,1,1
76642,17.92,6,63.82,5,-9,20,3,0.28078972109056727,1,1
9031,27.73,6,197.72,5,-11,17,1,0.14024883673882257,1,1
51677,45.03,1,180.03,4,-8,18,2,0.2501249791701383,1,1
28522,14.1,1,54.0,4,-5,16,4,0.2611111111111111,1,1
48643,22.07,6,65.84,4,-15,6,0,0.33520656136087484,1,1
58994,39.49,5,119.29,5,-15,6,0,0.3310419984910722,1,1
33653,34.32,4,234.31,4,-6,15,1,0.14647262174042935,1,1
111267,9.63,3,188.63,2,-7,6,3,0.05105232465673541,1,1
32900,9.67,1,122.73,3,-15,11,3,0.07879084168499959,1,1
95282,15.1,1,61.0,2,-14,21,3,0.24754098360655738,1,1
45878,16.18,7,76.08,3,-14,10,2,0.21267087276551,1,1
35966,17.2,1,107.1,5,-11,15,2,0.16059757236227826,1,1
65550,15.38,6,210.56,5,-12,13,3,0.07304331306990881,1,1
54610,14.1,5,56.0,1,-10,13,1,0.2517857142857143,1,1
47594,25.66,7,142.96,5,-12,13,1,0.17949076664801342,1,1
25523,14.78,5,363.78,5,-13,7,2,0.04062895156413217,1,1
10785,13.74,5,425.46,5,-8,12,7,0.03229445776336201,1,1
99663,4.65,10,164.4,5,-59,-36,0,0.028284671532846715,0,1
84865,15.1,4,41.1,5,-20,7,0,0.36739659367396593,1,1
31071,16.54,1,127.44,4,-11,12,1,0.1297865662272442,1,1
74601,12.48,5,52.38,5,-5,14,3,0.23825887743413515,1,1
97992,15.79,1,40.87,5,-5,7,0,0.38634695375581113,1,1
89008,14.1,1,0.53,3,-13,10,0,26.603773584905657,1,1
104913,14.1,1,0.72,3,-12,22,0,19.583333333333332,1,1
80786,16.73,1,85.73,3,-12,19,0,0.19514755628134842,1,1
114491,87.18,10,957.15,5,-12,12,3,0.09108290236640026,1,1
96618,16.34,5,243.34,5,-13,14,1,0.06714884523711678,1,1
93077,18.91,10,468.81,5,-12,13,3,0.04033617030353448,1,1
94291,48.53,10,308.43,4,-10,9,1,0.15734526472781507,1,1
112984,21.54,1,171.44,5,-16,7,13,0.12564162389174055,1,1
52058,15.1,1,63.8,5,-11,12,3,0.23667711598746083,1,1
34146,15.15,6,72.14,5,-26,-3,2,0.21000831716107568,0,1
17722,15.2,6,80.19,5,-13,15,2,0.1895498191794488,1,1
7717,18.09,10,137.99,4,-11,25,1,0.13109645626494673,1,1
14914,16.22,10,226.22,4,-18,13,1,0.07170011493236672,1,1
58254,7.95,2,106.95,5,-3,9,0,0.07433380084151472,1,1
31512,20.82,1,210.81,4,-23,70,2,0.09876191831507045,1,1
110825,9.94,1,59.88,5,-4,8,1,0.16599866399465596,1,1
34565,17.16,9,217.06,5,-13,10,4,0.07905648207868791,1,1
54967,98.81,2,304.81,4,-11,12,3,0.32416915455529677,1,1
29640,17.31,4,257.21,5,-10,9,3,0.0672990941254228,1,1
112180,15.1,1,23.0,5,-10,21,2,0.6565217391304348,1,1
98037,21.18,10,238.36,5,-6,17,2,0.08885719080382613,1,1
93106,15.1,1,40.0,5,-11,20,1,0.3775,1,1
13787,15.1,1,55.1,5,-11,18,1,0.27404718693284935,1,1
15939,17.63,1,67.63,5,-4,25,5,0.26068312878899896,1,1
113940,7.78,1,24.68,5,-3,15,1,0.31523500810372773,1,1
11493,9.02,1,86.38,4,-17,12,3,0.10442231998147719,1,1
113914,15.79,1,45.69,5,-15,24,5,0.34558984460494635,1,1
105638,25.77,2,95.67,5,-12,23,0,0.2693634368140483,1,1
66220,13.58,3,93.48,1,-3,21,0,0.14527171587505347,1,1
88158,21.02,1,96.02,4,-7,22,1,0.21891272651530932,1,1
93752,25.79,9,98.69,5,-19,30,3,0.26132333569763905,1,1
33692,13.37,5,57.72,4,-7,10,1,0.23163548163548162,1,1
46271,18.35,15,252.35,5,-22,6,0,0.07271646522686745,1,1
71249,193.78,15,593.77,5,-18,11,0,0.3263553227680752,1,1
58225,17.63,3,37.62,4,-4,33,3,0.46863370547581074,1,1
38482,20.55,10,487.55,4,-8,28,1,0.04214952312583325,1,1
45334,14.0,5,153.9,5,-7,23,1,0.09096816114359974,1,1
48306,17.17,5,237.07,5,-7,17,1,0.07242586577804025,1,1
55540,8.27,1,67.27,4,-3,7,1,0.12293741638174521,1,1
32620,15.38,5,105.28,4,-8,19,3,0.14608662613981763,1,1
90050,61.44,15,322.86,5,-17,123,2,0.19029920089202748,1,1
116865,17.64,7,72.64,5,-9,18,1,0.24284140969162996,1,1
56003,15.69,10,150.59,5,-21,13,1,0.10419018527126635,1,1
32183,17.74,1,87.64,5,-9,32,1,0.20241898676403466,1,1
35703,21.57,1,131.47,5,-17,16,1,0.16406784817829162,1,1
47148,11.73,2,21.72,4,-2,10,2,0.5400552486187846,1,1
48196,9.34,2,29.34,5,-2,16,1,0.31833674164962505,1,1
106189,15.37,1,313.11,5,-8,14,1,0.04908817987288812,1,1
43854,18.26,10,278.16,5,-10,17,2,0.06564567155593903,1,1
94076,35.4,10,263.4,5,-16,16,1,0.13439635535307518,1,1
17536,21.15,1,49.05,5,-20,22,1,0.4311926605504587,1,1
112954,14.1,1,54.09,5,-8,14,3,0.26067665002773155,1,1
61766,14.1,3,34.09,5,-13,13,0,0.41361102962745666,1,1
803,7.78,1,24.68,5,-2,17,0,0.31523500810372773,1,1
51503,15.1,3,40.0,5,-8,26,0,0.3775,1,1
1925,15.24,3,85.14,5,-8,14,2,0.17899929527836506,1,1
43565,14.1,1,46.0,5,-13,9,0,0.3065217391304348,1,1
114952,16.79,8,89.38,5,-9,20,1,0.18784963078988587,1,1
9054,16.79,3,33.78,5,-12,28,0,0.49703966844286557,1,1
62256,14.1,1,54.0,4,-23,2,2,0.2611111111111111,1,1
28920,11.85,8,97.68,4,-14,10,1,0.1213144963144963,1,1
27613,11.85,8,97.68,4,-26,-6,0,0.1213144963144963,0,1
48950,36.29,1,827.19,4,-19,14,5,0.043871420109043865,1,1
42971,14.17,7,74.16,4,-13,14,1,0.19107335490830638,1,1
40308,99.14,1,933.7,5,-11,14,1,0.10617971511192031,1,1
14985,25.63,2,45.53,4,-18,13,3,0.5629255435976279,1,1
31045,25.63,2,45.53,4,-20,11,1,0.5629255435976279,1,1
65181,15.1,2,64.0,3,-7,24,3,0.2359375,1,1
76541,39.19,10,232.19,5,-7,17,1,0.16878418536543346,1,1
82555,23.5,4,113.4,4,-12,20,3,0.2072310405643739,1,1
110831,15.42,10,427.3,4,-4,12,4,0.0360870582728762,1,1
82304,36.27,1,35.98,5,-11,21,2,1.0080600333518623,1,1
44474,7.78,1,62.78,5,-3,9,3,0.12392481682064352,1,1
47303,19.46,10,488.72,5,-6,24,1,0.03981830086757243,1,1
96280,12.97,10,445.94,5,-9,14,1,0.029084630219312017,1,1
67083,15.11,3,45.01,1,-23,1,5,0.33570317707176184,1,1
2953,21.15,6,61.05,5,-20,12,3,0.3464373464373464,1,1
5929,13.18,2,133.08,5,-5,17,3,0.09903817252780281,1,1
52109,16.22,4,81.28,3,-11,14,1,0.1995570866141732,1,1
53813,16.11,1,66.1,5,-9,16,4,0.24372163388804843,1,1
8518,12.16,4,148.16,5,-4,7,1,0.08207343412526998,1,1
30394,7.78,1,56.78,1,-25,-14,0,0.13702007749207468,0,1
67729,17.34,3,107.24,5,-10,11,1,0.1616933979858262,1,1
107640,11.85,5,57.5,5,-8,19,0,0.2060869565217391,1,1
25712,16.79,3,66.69,3,-11,19,2,0.2517618833408307,1,1
29004,17.68,1,79.48,4,-14,10,1,0.2224458983392048,1,1
17746,12.48,1,24.04,4,-7,17,0,0.519134775374376,1,1
844,17.6,1,115.0,5,-9,15,2,0.1530434782608696,1,1
102602,14.1,1,2.23,5,-11,12,1,6.322869955156951,1,1
99099,12.83,4,82.73,1,-7,13,1,0.1550827994681494,1,1
80572,11.85,1,28.75,5,-14,7,6,0.4121739130434782,1,1
16692,28.3,1,1150.8,4,-8,23,6,0.0245915884602016,1,1
44379,12.62,8,172.52,5,-7,13,22,0.07315093902156271,1,1
400,16.11,1,61.01,5,-8,14,1,0.2640550729388625,1,1
64446,12.83,1,0.52,5,-7,13,0,24.673076923076923,1,1
8556,16.11,2,56.01,5,-7,20,1,0.2876272094268881,1,1
81046,7.78,1,56.78,1,-79,-66,0,0.13702007749207468,0,1
63177,14.1,5,62.0,1,-9,14,1,0.22741935483870968,1,1
63507,14.08,1,48.98,5,-8,18,3,0.2874642711310739,1,1
14050,15.1,4,45.09,5,-14,15,1,0.33488578398758034,1,1
81672,11.85,1,20.85,5,-12,8,0,0.5683453237410071,1,1
79339,11.73,1,71.63,5,-7,6,3,0.16375820187072457,1,1
89275,21.18,1,151.64,5,-14,19,0,0.13967290952255343,1,1
118191,9.34,1,56.24,5,-5,8,4,0.16607396870554764,1,1
59923,15.44,1,114.44,5,-33,8,0,0.13491786088780147,1,1
77091,16.18,1,76.08,4,-8,19,0,0.21267087276551,1,1
38592,14.35,1,204.25,4,-11,10,0,0.07025703794369645,1,1
20895,15.1,1,96.16,5,-8,18,1,0.15702995008319467,1,1
26445,16.36,8,246.36,3,-12,13,3,0.06640688423445364,1,1
40395,16.35,1,100.34,5,-9,18,0,0.16294598365557106,1,1
6661,17.13,2,230.06,4,-13,21,0,0.07445883682517604,1,1
31742,19.59,1,54.49,5,-18,15,1,0.3595155074325564,1,1
46606,16.05,10,345.05,5,-9,16,0,0.04651499782640197,1,1
54573,9.34,1,69.33,5,-6,8,0,0.1347180152891966,1,1
74714,17.1,1,92.1,4,-6,25,2,0.18566775244299677,1,1
67998,14.1,1,30.53,5,-20,19,2,0.46184081231575497,1,1
95419,15.67,1,69.47,5,-15,12,4,0.2255649920829135,1,1
16883,7.78,1,19.88,5,-5,12,3,0.39134808853118713,1,1
101500,16.89,7,76.88,1,-18,16,0,0.21969302809573363,1,1
58623,47.37,1,167.36,5,-15,23,2,0.2830425430210325,1,1
69169,7.78,4,40.77,5,-10,3,3,0.19082658817758155,1,1
51812,16.79,1,42.94,5,-17,15,0,0.3910107126222636,1,1
49721,16.89,1,8.17,1,-17,16,0,2.0673194614443084,1,1
62361,17.75,8,89.57,1,-20,13,1,0.19816902980908788,1,1
58729,34.15,3,74.14,4,-17,20,10,0.46061505260318314,1,1
81814,18.66,10,128.56,5,-9,13,1,0.14514623522090853,1,1
103638,9.34,2,24.08,5,-5,10,1,0.38787375415282394,1,1
59630,9.94,4,52.13,5,-10,6,1,0.19067715327066947,1,1
77143,8.27,1,48.17,1,-16,-1,1,0.17168362051069128,0,1
11453,16.34,1,99.7,5,-24,5,0,0.1638916750250752,1,1
42526,21.26,6,131.25,5,-8,15,1,0.1619809523809524,1,1
15462,17.95,10,617.85,4,-19,5,3,0.029052358986809093,1,1
78100,145.99,10,695.99,5,-26,6,1,0.20975876090173712,1,1
63514,18.3,7,168.16,5,-15,8,0,0.10882492863939107,1,1
31827,14.15,1,8.32,3,-10,14,1,1.7007211538461537,1,1
115668,14.15,1,8.32,3,-10,18,1,1.7007211538461537,1,1
4451,7.78,2,56.78,4,-4,10,1,0.13702007749207468,1,1
73199,16.11,1,38.2,5,-15,8,0,0.4217277486910994,1,1
23108,7.78,4,47.54,5,-8,12,1,0.16365166175851914,1,1
111064,15.38,4,105.28,4,-16,7,1,0.14608662613981763,1,1
19683,15.75,1,158.75,2,-15,15,2,0.09921259842519685,1,1
43409,21.26,1,131.25,4,-26,2,1,0.1619809523809524,1,1
85222,9.34,1,80.34,2,-9,11,0,0.11625591237241722,1,1
7608,12.69,6,62.68,5,-9,11,0,0.2024569240587109,1,1
78448,15.46,1,115.45,5,-8,14,0,0.1339107838891295,1,1
65840,40.36,8,166.63,5,-23,28,1,0.24221328692312308,1,1
